start_station,start_lat,start_lon,end_station,end_lat,end_lon
82,40.71117416,-74.00016545,82,40.71117416,-74.00016545
317,40.72453734,-73.98185424,411,40.72228087,-73.97668709
539,40.71534825,-73.96024116,460,40.71285887,-73.96590294
435,40.74173969,-73.99415556,422,40.770513,-73.988038
358,40.73291553,-74.00711384,236,40.7284186,-73.98713956
410,40.72066442,-73.98517977,279,40.707873,-74.00167
497,40.73704984,-73.99009296,383,40.735238,-74.000271
297,40.734232,-73.986923,432,40.72621788,-73.98379855
487,40.73314259,-73.97573881,305,40.76095756,-73.96724467
263,40.71729,-73.996375,264,40.70706456,-74.00731853
504,40.73221853,-73.98165557,527,40.744023,-73.976056
303,40.72362738,-73.99949601,445,40.72740794,-73.98142006
164,40.75323098,-73.97032517,237,40.73047309,-73.98672378
450,40.76227205,-73.98788205,495,40.76269882,-73.99301222
290,40.76020258,-73.96478473,476,40.74394314,-73.97966069
293,40.73028666,-73.9907647,294,40.73049393,-73.9957214
361,40.71605866,-73.99190759,356,40.71622644,-73.98261206
403,40.72502876,-73.99069656,494,40.74734825,-73.99723551
488,40.75645824,-73.99372222,470,40.74345335,-74.00004031
237,40.73047309,-73.98672378,383,40.735238,-74.000271
236,40.7284186,-73.98713956,412,40.7158155,-73.99422366
326,40.72953837,-73.98426726,410,40.72066442,-73.98517977
236,40.7284186,-73.98713956,432,40.72621788,-73.98379855
515,40.76009437,-73.99461843,478,40.76030096,-73.99884222
294,40.73049393,-73.9957214,358,40.73291553,-74.00711384
229,40.72743423,-73.99379025,326,40.72953837,-73.98426726
271,40.68528172,-73.97805813,313,40.69610226,-73.96751037
368,40.73038599,-74.00214988,265,40.72229346,-73.99147535
151,40.7218158,-73.99720307,320,40.717571,-74.005549
498,40.74854862,-73.98808416,116,40.74177603,-74.00149746
312,40.722055,-73.989111,250,40.72456089,-73.99565293
474,40.7451677,-73.98683077,482,40.73935542,-73.99931783
483,40.73223272,-73.98889957,345,40.73649403,-73.99704374
411,40.72228087,-73.97668709,531,40.71893904,-73.99266288
435,40.74173969,-73.99415556,284,40.73901691,-74.00263761
