start_station,start_lat,start_lon,end_station,end_lat,end_lon
540,40.74147286,-73.98320928,3002,40.711512,-74.015756
476,40.74394314,-73.97966069,438,40.72779126,-73.98564945
474,40.7451677,-73.98683077,382,40.73492695,-73.99200509
128,40.72710258,-74.00297088,312,40.722055,-73.989111
476,40.74394314,-73.97966069,518,40.74780373,-73.9734419
151,40.7218158,-73.99720307,428,40.72467721,-73.98783413
482,40.73935542,-73.99931783,293,40.73028666,-73.9907647
459,40.746745,-74.007756,530,40.771522,-73.990541
353,40.68539567,-73.97431458,406,40.69512845,-73.99595065
173,40.76064679,-73.98442659,515,40.76009437,-73.99461843
285,40.73454567,-73.99074142,339,40.72580614,-73.97422494
2017,40.75022392,-73.97121414,545,40.736502,-73.97809472
274,40.68691865,-73.976682,467,40.68312489,-73.97895137
326,40.72953837,-73.98426726,507,40.73912601,-73.97973776
2021,40.75929124,-73.98859651,478,40.76030096,-73.99884222
487,40.73314259,-73.97573881,475,40.73524276,-73.98758561
360,40.70717936,-74.00887308,417,40.71291224,-74.01020234
368,40.73038599,-74.00214988,423,40.76584941,-73.98690506
368,40.73038599,-74.00214988,308,40.71307916,-73.99851193
293,40.73028666,-73.9907647,383,40.735238,-74.000271
519,40.751873,-73.977706,79,40.71911552,-74.00666661
310,40.68926942,-73.98912867,532,40.710451,-73.960876
524,40.75527307,-73.98316936,455,40.75001986,-73.96905301
342,40.71739973,-73.98016555,301,40.72217444,-73.98368779
168,40.73971301,-73.99456405,394,40.72521311,-73.97768752
450,40.76227205,-73.98788205,515,40.76009437,-73.99461843
447,40.76370739,-73.9851615,507,40.73912601,-73.97973776
480,40.76669671,-73.99061728,518,40.74780373,-73.9734419
512,40.7500727,-73.99839279,161,40.72917025,-73.99810231
480,40.76669671,-73.99061728,346,40.73652889,-74.00618026
470,40.74345335,-74.00004031,515,40.76009437,-73.99461843
488,40.75645824,-73.99372222,537,40.74025878,-73.98409214
478,40.76030096,-73.99884222,447,40.76370739,-73.9851615
435,40.74173969,-73.99415556,494,40.74734825,-73.99723551
514,40.76087502,-74.00277668,294,40.73049393,-73.9957214
469,40.76344058,-73.98268129,515,40.76009437,-73.99461843
499,40.76915505,-73.98191841,281,40.7643971,-73.97371465
472,40.7457121,-73.98194829,536,40.74144387,-73.97536082
442,40.746647,-73.993915,301,40.72217444,-73.98368779
382,40.73492695,-73.99200509,505,40.74901271,-73.98848395
164,40.75323098,-73.97032517,153,40.75206231,-73.9816324
521,40.75044999,-73.99481051,463,40.74206539,-74.00443172
421,40.69573398,-73.97129668,270,40.69308257,-73.97178913
315,40.70355377,-74.00670227,411,40.72228087,-73.97668709
161,40.72917025,-73.99810231,512,40.7500727,-73.99839279
237,40.73047309,-73.98672378,466,40.74395411,-73.99144871
421,40.69573398,-73.97129668,323,40.69236178,-73.98631746
284,40.73901691,-74.00263761,336,40.73047747,-73.99906065
478,40.76030096,-73.99884222,237,40.73047309,-73.98672378
517,40.751581,-73.97791,433,40.72955361,-73.98057249
487,40.73314259,-73.97573881,311,40.7172274,-73.98802084
499,40.76915505,-73.98191841,449,40.76461837,-73.98789473
285,40.73454567,-73.99074142,503,40.73827428,-73.98751968
128,40.72710258,-74.00297088,450,40.76227205,-73.98788205
284,40.73901691,-74.00263761,521,40.75044999,-73.99481051
300,40.728145,-73.990214,348,40.72490985,-74.00154702
236,40.7284186,-73.98713956,285,40.73454567,-73.99074142
391,40.69760127,-73.99344559,406,40.69512845,-73.99595065
391,40.69760127,-73.99344559,406,40.69512845,-73.99595065
293,40.73028666,-73.9907647,293,40.73028666,-73.9907647
223,40.73781509,-73.99994661,329,40.72043411,-74.01020609
507,40.73912601,-73.97973776,237,40.73047309,-73.98672378
393,40.72299208,-73.97995466,368,40.73038599,-74.00214988
147,40.71542197,-74.01121978,350,40.71559509,-73.9870295
504,40.73221853,-73.98165557,361,40.71605866,-73.99190759
453,40.74475148,-73.99915362,174,40.7381765,-73.97738662
247,40.73535398,-74.00483091,251,40.72317958,-73.99480012
361,40.71605866,-73.99190759,300,40.728145,-73.990214
485,40.75038009,-73.98338988,448,40.75660359,-73.9979009
168,40.73971301,-73.99456405,494,40.74734825,-73.99723551
161,40.72917025,-73.99810231,439,40.7262807,-73.98978041
387,40.71273266,-74.0046073,426,40.71754834,-74.01322069
498,40.74854862,-73.98808416,486,40.7462009,-73.98855723
423,40.76584941,-73.98690506,449,40.76461837,-73.98789473
438,40.72779126,-73.98564945,455,40.75001986,-73.96905301
438,40.72779126,-73.98564945,455,40.75001986,-73.96905301
504,40.73221853,-73.98165557,368,40.73038599,-74.00214988
518,40.74780373,-73.9734419,237,40.73047309,-73.98672378
510,40.7606597,-73.98042047,329,40.72043411,-74.01020609
540,40.74147286,-73.98320928,531,40.71893904,-73.99266288
285,40.73454567,-73.99074142,358,40.73291553,-74.00711384
346,40.73652889,-74.00618026,334,40.74238787,-73.99726235
483,40.73223272,-73.98889957,487,40.73314259,-73.97573881
482,40.73935542,-73.99931783,453,40.74475148,-73.99915362
538,40.75666,-73.976684,509,40.7454973,-74.00197139
526,40.74765947,-73.98490707,358,40.73291553,-74.00711384
438,40.72779126,-73.98564945,341,40.71782143,-73.97628939
263,40.71729,-73.996375,502,40.714215,-73.981346
477,40.75640548,-73.9900262,450,40.76227205,-73.98788205
247,40.73535398,-74.00483091,2012,40.739445,-73.976806
357,40.73261787,-73.99158043,238,40.7361967,-74.00859207
357,40.73261787,-73.99158043,238,40.7361967,-74.00859207
357,40.73261787,-73.99158043,238,40.7361967,-74.00859207
352,40.76340613,-73.97722479,540,40.74147286,-73.98320928
478,40.76030096,-73.99884222,404,40.7405826,-74.00550867
412,40.7158155,-73.99422366,307,40.71427487,-73.98990025
2009,40.71117444,-73.99682619,445,40.72740794,-73.98142006
504,40.73221853,-73.98165557,368,40.73038599,-74.00214988
461,40.73587678,-73.98205027,312,40.722055,-73.989111
386,40.71494807,-74.00234482,350,40.71559509,-73.9870295
386,40.71494807,-74.00234482,306,40.70823502,-74.00530063
455,40.75001986,-73.96905301,500,40.76228826,-73.98336183
455,40.75001986,-73.96905301,500,40.76228826,-73.98336183
392,40.695065,-73.987167,431,40.68864636,-73.98263429
470,40.74345335,-74.00004031,385,40.75797322,-73.96603308
393,40.72299208,-73.97995466,368,40.73038599,-74.00214988
160,40.748238,-73.978311,2003,40.73416059,-73.98024289
470,40.74345335,-74.00004031,503,40.73827428,-73.98751968
352,40.76340613,-73.97722479,2012,40.739445,-73.976806
380,40.73401143,-74.00293877,363,40.70834698,-74.01713445
380,40.73401143,-74.00293877,294,40.73049393,-73.9957214
326,40.72953837,-73.98426726,494,40.74734825,-73.99723551
305,40.76095756,-73.96724467,479,40.76019252,-73.9912551
462,40.74691959,-74.00451887,476,40.74394314,-73.97966069
274,40.68691865,-73.976682,406,40.69512845,-73.99595065
383,40.735238,-74.000271,237,40.73047309,-73.98672378
432,40.72621788,-73.98379855,237,40.73047309,-73.98672378
160,40.748238,-73.978311,440,40.75255434,-73.97282625
518,40.74780373,-73.9734419,263,40.71729,-73.996375
486,40.7462009,-73.98855723,504,40.73221853,-73.98165557
395,40.68807003,-73.98410637,384,40.68317813,-73.9659641
450,40.76227205,-73.98788205,479,40.76019252,-73.9912551
509,40.7454973,-74.00197139,434,40.74317449,-74.00366443
318,40.75320159,-73.9779874,147,40.71542197,-74.01121978
471,40.71286844,-73.95698119,384,40.68317813,-73.9659641
353,40.68539567,-73.97431458,278,40.69766564,-73.98476437
318,40.75320159,-73.9779874,477,40.75640548,-73.9900262
449,40.76461837,-73.98789473,342,40.71739973,-73.98016555
504,40.73221853,-73.98165557,361,40.71605866,-73.99190759
492,40.75019995,-73.99093085,519,40.751873,-73.977706
228,40.7546011,-73.97187886,501,40.744219,-73.97121214
538,40.75666,-73.976684,509,40.7454973,-74.00197139
291,40.713126,-73.984844,417,40.71291224,-74.01020234
2012,40.739445,-73.976806,254,40.73532427,-73.99800419
473,40.72110063,-73.9919254,341,40.71782143,-73.97628939
