station_id,name,lat,lon,bikes_out,bikes_in,color
79,Franklin St & W Broadway,40.71911552,-74.00666661,1,0,#AC4D68
82,St James Pl & Pearl St,40.71117416,-74.00016545,0,1,#9CC46E
83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,0,1,#3AA4FC
116,W 17 St & 8 Ave,40.74177603,-74.00149746,3,4,#BC976B
127,Barrow St & Hudson St,40.73172428,-74.00674436,1,3,#09F1A9
128,MacDougal St & Prince St,40.72710258,-74.00297088,1,3,#A07589
143,Clinton St & Joralemon St,40.69239502,-73.99337909,0,1,#D6CBEF
147,Greenwich St & Warren St,40.71542197,-74.01121978,2,0,#9966AA
150,E 2 St & Avenue C,40.7208736,-73.98085795,2,5,#E0EEB3
151,Cleveland Pl & Spring St,40.7221037867,-73.9972490072,1,1,#26B2D3
152,Warren St & Church St,40.71473993,-74.00910627,0,1,#35201A
153,E 40 St & 5 Ave,40.752062307,-73.9816324043,1,0,#365D21
157,Henry St & Atlantic Ave,40.69089272,-73.99612349,2,0,#D37E84
160,E 37 St & Lexington Ave,40.748238,-73.978311,1,2,#ED865D
161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,3,5,#4D5996
164,E 47 St & 2 Ave,40.75323098,-73.97032517,1,2,#F1490B
167,E 39 St & 3 Ave,40.7489006,-73.97604882,0,1,#32938A
168,W 18 St & 6 Ave,40.73971301,-73.99456405,3,2,#C88CE9
173,Broadway & W 49 St,40.76064679,-73.98442659,3,3,#3D7862
174,E 25 St & 1 Ave,40.7381765,-73.97738662,0,2,#920B5B
212,W 16 St & The High Line,40.74334935,-74.00681753,1,0,#E128CB
216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,0,1,#3D6A6E
223,W 13 St & 7 Ave,40.73781509,-73.99994661,1,1,#CAC098
224,Spruce St & Nassau St,40.71146364,-74.00552427,1,0,#883B26
225,W 14 St & The High Line,40.74195138,-74.00803013,1,0,#8D129C
228,E 48 St & 3 Ave,40.7546011,-73.97187886,1,0,#BE6368
229,Great Jones St,40.72743423,-73.99379025,0,5,#3F01A5
233,Joralemon St & Adams St,40.69246277,-73.98963911,1,1,#34215B
236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,1,2,#AABA64
237,E 11 St & 2 Ave,40.73047309,-73.98672378,3,3,#F5A435
241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,1,0,#94CF12
243,Fulton St & Rockwell Pl,40.688226,-73.979382,1,0,#DA4E80
245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,2,0,#B3EBBC
247,Perry St & Bleecker St,40.73535398,-74.00483091,2,3,#EC7B86
250,Lafayette St & Jersey St,40.72456089,-73.99565293,0,1,#7AB7DC
251,Mott St & Prince St,40.72317958,-73.99480012,4,1,#C553F9
252,MacDougal St & Washington Sq,40.73226398,-73.99852205,1,0,#AFA3AA
254,W 11 St & 6 Ave,40.73532427,-73.99800419,2,1,#000E03
257,Lispenard St & Broadway,40.71939226,-74.00247214,1,1,#061BD8
258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,1,0,#B27639
259,South St & Whitehall St,40.70122128,-74.01234218,1,0,#29EC32
260,Broad St & Bridge St,40.70365182,-74.01167797,0,1,#419029
263,Elizabeth St & Hester St,40.71729,-73.996375,2,1,#ED077C
264,Maiden Ln & Pearl St,40.70706456,-74.00731853,2,0,#2DA6A6
265,Stanton St & Chrystie St,40.72229346,-73.99147535,3,2,#657CDA
266,Avenue D & E 8 St,40.72368361,-73.97574813,0,2,#7E0502
267,Broadway & W 36 St,40.75097711,-73.98765428,1,0,#5C0A83
268,Howard St & Centre St,40.71910537,-73.99973337,4,1,#5012DF
271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,0,1,#A97629
274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,1,1,#4AA00B
276,Duane St & Greenwich St,40.71748752,-74.0104554,0,1,#22982C
279,Peck Slip & Front St,40.707873,-74.00167,2,4,#97EC2C
280,E 10 St & 5 Ave,40.73331967,-73.99510132,2,1,#58F31F
284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,7,4,#E0F5E8
285,Broadway & E 14 St,40.73454567,-73.99074142,8,2,#AF1890
291,Madison St & Montgomery St,40.713126,-73.984844,0,2,#27091F
293,Lafayette St & E 8 St,40.73028666,-73.9907647,6,4,#6606D1
294,Washington Square E,40.73049393,-73.9957214,2,0,#136B4D
295,Pike St & E Broadway,40.71406667,-73.99293911,1,0,#65B557
296,Division St & Bowery,40.71413089,-73.9970468,1,1,#908C5E
297,E 15 St & 3 Ave,40.734232,-73.986923,1,0,#21F625
298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,1,0,#89FFC9
300,Shevchenko Pl & E 7 St,40.728145,-73.990214,3,0,#0B05C6
301,E 2 St & Avenue B,40.72217444,-73.98368779,1,1,#7B3D8F
302,Avenue D & E 3 St,40.72082834,-73.97793172,0,1,#74649A
303,Mercer St & Spring St,40.72362738,-73.99949601,1,0,#001F68
304,Broadway & Battery Pl,40.70463334,-74.01361706,1,0,#69895D
305,E 58 St & 3 Ave,40.76095756,-73.96724467,0,1,#AC84FA
306,Cliff St & Fulton St,40.70823502,-74.00530063,0,2,#7C5DC3
307,Canal St & Rutgers St,40.71427487,-73.98990025,1,3,#E9DB96
308,St James Pl & Oliver St,40.71307916,-73.99851193,1,0,#42791E
311,Norfolk St & Broome St,40.7172274,-73.98802084,1,1,#A265AB
312,Allen St & E Houston St,40.722055,-73.989111,4,1,#9249D4
