start_station,start_lat,start_lon,end_station,end_lat,end_lon
327,40.7153379,-74.01658354,151,40.7218158,-73.99720307
332,40.71219906,-73.97948148,402,40.7403432,-73.98955109
459,40.746745,-74.007756,293,40.73028666,-73.9907647
428,40.72467721,-73.98783413,402,40.7403432,-73.98955109
510,40.7606597,-73.98042047,505,40.74901271,-73.98848395
305,40.76095756,-73.96724467,164,40.75323098,-73.97032517
285,40.73454567,-73.99074142,401,40.72019576,-73.98997825
368,40.73038599,-74.00214988,320,40.717571,-74.005549
445,40.72740794,-73.98142006,325,40.73624527,-73.98473765
127,40.73172428,-74.00674436,284,40.73901691,-74.00263761
289,40.6845683,-73.95881081,397,40.68415748,-73.96922273
503,40.73827428,-73.98751968,540,40.74147286,-73.98320928
515,40.76009437,-73.99461843,448,40.75660359,-73.9979009
116,40.74177603,-74.00149746,512,40.7500727,-73.99839279
312,40.722055,-73.989111,251,40.72317958,-73.99480012
284,40.73901691,-74.00263761,345,40.73649403,-73.99704374
281,40.7643971,-73.97371465,2006,40.76590936,-73.97634151
281,40.7643971,-73.97371465,2006,40.76590936,-73.97634151
420,40.68764484,-73.96968902,420,40.68764484,-73.96968902
410,40.72066442,-73.98517977,334,40.74238787,-73.99726235
233,40.69246277,-73.98963911,263,40.71729,-73.996375
490,40.751551,-73.993934,247,40.73535398,-74.00483091
393,40.72299208,-73.97995466,345,40.73649403,-73.99704374
305,40.76095756,-73.96724467,468,40.7652654,-73.98192338
465,40.75513557,-73.98658032,527,40.744023,-73.976056
362,40.75172632,-73.98753523,359,40.75510267,-73.97498696
513,40.768254,-73.988639,529,40.7575699,-73.99098507
498,40.74854862,-73.98808416,523,40.75466591,-73.99138152
357,40.73261787,-73.99158043,168,40.73971301,-73.99456405
290,40.76020258,-73.96478473,164,40.75323098,-73.97032517
383,40.735238,-74.000271,168,40.73971301,-73.99456405
336,40.73047747,-73.99906065,504,40.73221853,-73.98165557
315,40.70355377,-74.00670227,386,40.71494807,-74.00234482
336,40.73047747,-73.99906065,454,40.75455731,-73.96592976
336,40.73047747,-73.99906065,454,40.75455731,-73.96592976
507,40.73912601,-73.97973776,447,40.76370739,-73.9851615
507,40.73912601,-73.97973776,254,40.73532427,-73.99800419
151,40.7218158,-73.99720307,2012,40.739445,-73.976806
137,40.761628,-73.972924,479,40.76019252,-73.9912551
303,40.72362738,-73.99949601,308,40.71307916,-73.99851193
173,40.76064679,-73.98442659,478,40.76030096,-73.99884222
521,40.75044999,-73.99481051,463,40.74206539,-74.00443172
444,40.7423543,-73.98915076,528,40.74290902,-73.97706058
284,40.73901691,-74.00263761,435,40.74173969,-73.99415556
531,40.71893904,-73.99266288,250,40.72456089,-73.99565293
382,40.73492695,-73.99200509,433,40.72955361,-73.98057249
318,40.75320159,-73.9779874,474,40.7451677,-73.98683077
320,40.717571,-74.005549,147,40.71542197,-74.01121978
265,40.72229346,-73.99147535,531,40.71893904,-73.99266288
361,40.71605866,-73.99190759,311,40.7172274,-73.98802084
332,40.71219906,-73.97948148,332,40.71219906,-73.97948148
430,40.7014851,-73.98656928,217,40.70277159,-73.99383605
430,40.7014851,-73.98656928,217,40.70277159,-73.99383605
382,40.73492695,-73.99200509,389,40.71044554,-73.96525063
332,40.71219906,-73.97948148,528,40.74290902,-73.97706058
387,40.71273266,-74.0046073,278,40.69766564,-73.98476437
519,40.751873,-73.977706,357,40.73261787,-73.99158043
519,40.751873,-73.977706,357,40.73261787,-73.99158043
362,40.75172632,-73.98753523,530,40.771522,-73.990541
387,40.71273266,-74.0046073,151,40.7218158,-73.99720307
445,40.72740794,-73.98142006,229,40.72743423,-73.99379025
478,40.76030096,-73.99884222,225,40.74195138,-74.00803013
461,40.73587678,-73.98205027,439,40.7262807,-73.98978041
545,40.736502,-73.97809472,546,40.74444921,-73.98303529
377,40.72243797,-74.00566443,263,40.71729,-73.996375
300,40.728145,-73.990214,285,40.73454567,-73.99074142
232,40.69597683,-73.99014892,414,40.70281858,-73.98765762
528,40.74290902,-73.97706058,2003,40.73416059,-73.98024289
336,40.73047747,-73.99906065,382,40.73492695,-73.99200509
432,40.72621788,-73.98379855,150,40.7208736,-73.98085795
153,40.75206231,-73.9816324,509,40.7454973,-74.00197139
531,40.71893904,-73.99266288,496,40.73726186,-73.99238967
515,40.76009437,-73.99461843,281,40.7643971,-73.97371465
516,40.75206862,-73.96784384,507,40.73912601,-73.97973776
264,40.70706456,-74.00731853,276,40.71748752,-74.0104554
2004,40.724399,-74.004704,251,40.72317958,-73.99480012
161,40.72917025,-73.99810231,382,40.73492695,-73.99200509
402,40.7403432,-73.98955109,494,40.74734825,-73.99723551
347,40.72873888,-74.00748842,128,40.72710258,-74.00297088
503,40.73827428,-73.98751968,487,40.73314259,-73.97573881
238,40.7361967,-74.00859207,284,40.73901691,-74.00263761
512,40.7500727,-73.99839279,521,40.75044999,-73.99481051
261,40.69474881,-73.98362464,303,40.72362738,-73.99949601
498,40.74854862,-73.98808416,497,40.73704984,-73.99009296
