station_id,name,lat,lon,bikes_out,bikes_in,color
72,W 52 St & 11 Ave,40.76727216,-73.99392888,2,19,#B0AAB6
79,Franklin St & W Broadway,40.71911552,-74.00666661,6,0,#65D882
82,St James Pl & Pearl St,40.71117416,-74.00016545,2,0,#C3D35B
83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,2,2,#190AA9
116,W 17 St & 8 Ave,40.74177603,-74.00149746,12,10,#ECAC7A
120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,1,1,#CDAD5A
127,Barrow St & Hudson St,40.73172428,-74.00674436,4,6,#4F9040
137,E 56 St & Madison Ave,40.761628,-73.972924,15,1,#15EBD9
143,Clinton St & Joralemon St,40.69239502,-73.99337909,1,2,#F33E70
146,Hudson St & Reade St,40.71625008,-74.0091059,2,6,#9C1C48
147,Greenwich St & Warren St,40.71542197,-74.01121978,18,12,#16A215
150,E 2 St & Avenue C,40.7208736,-73.98085795,3,7,#4A1459
151,Cleveland Pl & Spring St,40.7221037867,-73.9972490072,17,13,#8EA456
152,Warren St & Church St,40.71473993,-74.00910627,5,4,#5FB108
157,Henry St & Atlantic Ave,40.69089272,-73.99612349,4,3,#9CF364
160,E 37 St & Lexington Ave,40.748238,-73.978311,5,4,#81F9EE
161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,22,11,#7E1305
164,E 47 St & 2 Ave,40.75323098,-73.97032517,4,5,#E30838
167,E 39 St & 3 Ave,40.7489006,-73.97604882,3,3,#C23CF5
168,W 18 St & 6 Ave,40.73971301,-73.99456405,8,12,#1DAA70
173,Broadway & W 49 St,40.76064679,-73.98442659,7,5,#5AB63D
174,E 25 St & 1 Ave,40.7381765,-73.97738662,11,9,#EA3DCF
195,Liberty St & Broadway,40.70905623,-74.01043382,3,3,#B758E0
212,W 16 St & The High Line,40.74334935,-74.00681753,4,5,#AC551D
216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,0,1,#625BAE
217,Old Fulton St,40.70277159,-73.99383605,1,0,#9482E8
218,Gallatin Pl & Livingston St,40.69028437,-73.98707105,2,2,#5B62C7
223,W 13 St & 7 Ave,40.73781509,-73.99994661,7,8,#A1AB52
224,Spruce St & Nassau St,40.71146364,-74.00552427,7,3,#0A5F2F
228,E 48 St & 3 Ave,40.7546011,-73.97187886,3,1,#8945EF
229,Great Jones St,40.72743423,-73.99379025,10,7,#4457B9
232,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,0,1,#E0EA2C
236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,9,6,#C93F28
237,E 11 St & 2 Ave,40.73047309,-73.98672378,9,10,#919B68
238,Bank St & Washington St,40.7361967,-74.00859207,6,5,#CD2B3C
239,Willoughby St & Fleet St,40.69196566,-73.9813018,2,0,#64051D
241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,1,1,#E5A84E
242,Flushing Ave & Carlton Ave,40.69788349,-73.97350332,1,4,#C4F01C
243,Fulton St & Rockwell Pl,40.688226,-73.979382,0,1,#BCE173
244,Willoughby Ave & Hall St,40.69196035,-73.96536851,0,1,#A39E07
247,Perry St & Bleecker St,40.73535398,-74.00483091,6,4,#CFA56D
248,Laight St & Hudson St,40.72185379,-74.00771779,1,2,#E2E8BE
249,Harrison St & Hudson St,40.71870987,-74.0090009,5,4,#492D52
250,Lafayette St & Jersey St,40.72456089,-73.99565293,4,10,#729235
251,Mott St & Prince St,40.72317958,-73.99480012,11,11,#6D55A5
252,MacDougal St & Washington Sq,40.73226398,-73.99852205,13,9,#ABBECD
253,W 13 St & 5 Ave,40.73543934,-73.99453948,16,8,#4B2CE7
254,W 11 St & 6 Ave,40.73532427,-73.99800419,8,5,#C6BCB1
257,Lispenard St & Broadway,40.71939226,-74.00247214,8,8,#0C6A60
258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,0,1,#3A7D50
259,South St & Whitehall St,40.70122128,-74.01234218,1,1,#02357F
260,Broad St & Bridge St,40.70365182,-74.01167797,1,1,#95ECFA
261,Johnson St & Gold St,40.69474881,-73.98362464,3,3,#46D0FB
262,Washington Park,40.6917823,-73.9737299,0,3,#FE8248
263,Elizabeth St & Hester St,40.71729,-73.996375,5,9,#48691E
264,Maiden Ln & Pearl St,40.70706456,-74.00731853,4,9,#CFFDEF
265,Stanton St & Chrystie St,40.72229346,-73.99147535,4,4,#3D49A2
266,Avenue D & E 8 St,40.72368361,-73.97574813,1,1,#A2E813
267,Broadway & W 36 St,40.75097711,-73.98765428,13,4,#82FDB6
268,Howard St & Centre St,40.71910537,-73.99973337,2,2,#0DFBB4
270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,2,4,#CEF7F6
274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,4,1,#1E724F
275,Washington Ave & Greene Ave,40.68650065,-73.96563307,1,3,#1AF26C
276,Duane St & Greenwich St,40.71748752,-74.0104554,3,4,#38D8C5
278,Concord St & Bridge St,40.69766564,-73.98476437,0,1,#1E9B56
279,Peck Slip & Front St,40.707873,-74.00167,3,5,#90D95D
280,E 10 St & 5 Ave,40.73331967,-73.99510132,12,9,#573A9B
281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,2,2,#63EC52
282,Kent Ave & S 11 St,40.70827295,-73.96834101,0,2,#890F94
284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,11,11,#949082
285,Broadway & E 14 St,40.73454567,-73.99074142,13,10,#F7F481
289,Monroe St & Classon Ave,40.6845683,-73.95881081,1,0,#24CF25
290,2 Ave & E 58 St,40.76020258,-73.96478473,3,0,#7E7F89
291,Madison St & Montgomery St,40.713126,-73.984844,2,3,#C5AAEF
293,Lafayette St & E 8 St,40.73028666,-73.9907647,19,11,#78FDE4
295,Pike St & E Broadway,40.71406667,-73.99293911,4,2,#5B2589
296,Division St & Bowery,40.71413089,-73.9970468,3,4,#2F0B31
297,E 15 St & 3 Ave,40.734232,-73.986923,6,12,#00273E
300,Shevchenko Pl & E 7 St,40.728145,-73.990214,3,18,#C9A83D
301,E 2 St & Avenue B,40.72217444,-73.98368779,9,9,#8BAA4E
302,Avenue D & E 3 St,40.72082834,-73.97793172,0,6,#26F1C8
303,Mercer St & Spring St,40.72362738,-73.99949601,10,0,#A91E0F
305,E 58 St & 3 Ave,40.76095756,-73.96724467,3,2,#82EA00
306,Cliff St & Fulton St,40.70823502,-74.00530063,2,3,#4F6AC0
307,Canal St & Rutgers St,40.71427487,-73.98990025,8,5,#544860
308,St James Pl & Oliver St,40.71307916,-73.99851193,0,6,#82656A
