station_id,name,lat,lon,bikes_out,bikes_in,color
72,W 52 St & 11 Ave,40.76727216,-73.99392888,8,8,#B700B3
79,Franklin St & W Broadway,40.71911552,-74.00666661,14,8,#308480
82,St James Pl & Pearl St,40.71117416,-74.00016545,5,4,#9448A8
83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,4,2,#A7A938
116,W 17 St & 8 Ave,40.74177603,-74.00149746,15,22,#31C0BA
119,Park Ave & St Edwards St,40.69608941,-73.97803415,1,0,#F4D175
120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,0,2,#60D8A8
127,Barrow St & Hudson St,40.73172428,-74.00674436,16,13,#87F210
137,E 56 St & Madison Ave,40.761628,-73.972924,1,1,#F9DAD7
143,Clinton St & Joralemon St,40.69239502,-73.99337909,1,4,#19D065
146,Hudson St & Reade St,40.71625008,-74.0091059,9,4,#0D4B59
147,Greenwich St & Warren St,40.71542197,-74.01121978,16,7,#AF76E1
150,E 2 St & Avenue C,40.7208736,-73.98085795,8,10,#9014E6
151,Cleveland Pl & Spring St,40.7221037867,-73.9972490072,16,15,#B2BE57
152,Warren St & Church St,40.71473993,-74.00910627,7,5,#119481
157,Henry St & Atlantic Ave,40.69089272,-73.99612349,2,4,#E75082
160,E 37 St & Lexington Ave,40.748238,-73.978311,9,6,#E3F2F2
161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,20,18,#484F71
164,E 47 St & 2 Ave,40.75323098,-73.97032517,9,2,#F96AD6
167,E 39 St & 3 Ave,40.7489006,-73.97604882,10,6,#452F8E
168,W 18 St & 6 Ave,40.73971301,-73.99456405,7,7,#BF9EA3
173,Broadway & W 49 St,40.76064679,-73.98442659,13,10,#46B57B
174,E 25 St & 1 Ave,40.7381765,-73.97738662,10,15,#E4CEF0
195,Liberty St & Broadway,40.70905623,-74.01043382,3,3,#E007DD
212,W 16 St & The High Line,40.74334935,-74.00681753,9,6,#EB1F37
217,Old Fulton St,40.70277159,-73.99383605,1,0,#E610B9
218,Gallatin Pl & Livingston St,40.69028437,-73.98707105,1,1,#76A4FF
223,W 13 St & 7 Ave,40.73781509,-73.99994661,6,6,#CD8EE5
224,Spruce St & Nassau St,40.71146364,-74.00552427,3,7,#4D3021
228,E 48 St & 3 Ave,40.7546011,-73.97187886,3,4,#539CA0
229,Great Jones St,40.72743423,-73.99379025,19,18,#268470
236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,10,11,#C39F11
237,E 11 St & 2 Ave,40.73047309,-73.98672378,10,15,#8F4E7A
238,Bank St & Washington St,40.7361967,-74.00859207,2,8,#708186
239,Willoughby St & Fleet St,40.69196566,-73.9813018,0,2,#AA7101
241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,2,2,#EB6AD0
242,Flushing Ave & Carlton Ave,40.69788349,-73.97350332,1,2,#990599
243,Fulton St & Rockwell Pl,40.688226,-73.979382,4,2,#711E62
244,Willoughby Ave & Hall St,40.69196035,-73.96536851,1,4,#3E613C
245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,2,2,#01A980
247,Perry St & Bleecker St,40.73535398,-74.00483091,2,7,#4CACAC
248,Laight St & Hudson St,40.72185379,-74.00771779,3,2,#67FFEF
249,Harrison St & Hudson St,40.71870987,-74.0090009,7,5,#512092
250,Lafayette St & Jersey St,40.72456089,-73.99565293,13,7,#52FF05
251,Mott St & Prince St,40.72317958,-73.99480012,13,15,#DE36C3
252,MacDougal St & Washington Sq,40.73226398,-73.99852205,10,14,#73FD79
253,W 13 St & 5 Ave,40.73543934,-73.99453948,9,13,#FAF1CB
254,W 11 St & 6 Ave,40.73532427,-73.99800419,4,7,#B5F603
257,Lispenard St & Broadway,40.71939226,-74.00247214,10,7,#D14B11
258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,3,0,#A16483
259,South St & Whitehall St,40.70122128,-74.01234218,5,0,#7B9EFA
260,Broad St & Bridge St,40.70365182,-74.01167797,4,1,#BA3F05
261,Johnson St & Gold St,40.69474881,-73.98362464,2,2,#7A760D
262,Washington Park,40.6917823,-73.9737299,1,2,#B22D74
263,Elizabeth St & Hester St,40.71729,-73.996375,7,7,#83EB8A
264,Maiden Ln & Pearl St,40.70706456,-74.00731853,12,3,#AD72FE
265,Stanton St & Chrystie St,40.72229346,-73.99147535,4,21,#527A75
266,Avenue D & E 8 St,40.72368361,-73.97574813,3,8,#21C8B1
267,Broadway & W 36 St,40.75097711,-73.98765428,6,1,#26D984
