start_station,start_lat,start_lon,end_station,end_lat,end_lon
352,40.76340613,-73.97722479,468,40.7652654,-73.98192338
352,40.76340613,-73.97722479,468,40.7652654,-73.98192338
2006,40.76590936,-73.97634151,526,40.74765947,-73.98490707
2006,40.76590936,-73.97634151,526,40.74765947,-73.98490707
432,40.72621788,-73.98379855,402,40.7403432,-73.98955109
488,40.75645824,-73.99372222,505,40.74901271,-73.98848395
473,40.72110063,-73.9919254,335,40.72903917,-73.99404649
151,40.7218158,-73.99720307,237,40.73047309,-73.98672378
293,40.73028666,-73.9907647,168,40.73971301,-73.99456405
293,40.73028666,-73.9907647,439,40.7262807,-73.98978041
440,40.75255434,-73.97282625,516,40.75206862,-73.96784384
352,40.76340613,-73.97722479,352,40.76340613,-73.97722479
529,40.7575699,-73.99098507,225,40.74195138,-74.00803013
426,40.71754834,-74.01322069,504,40.73221853,-73.98165557
427,40.701907,-74.013942,82,40.71117416,-74.00016545
427,40.701907,-74.013942,82,40.71117416,-74.00016545
345,40.73649403,-73.99704374,428,40.72467721,-73.98783413
334,40.74238787,-73.99726235,497,40.73704984,-73.99009296
161,40.72917025,-73.99810231,475,40.73524276,-73.98758561
442,40.746647,-73.993915,458,40.751396,-74.005226
383,40.735238,-74.000271,116,40.74177603,-74.00149746
383,40.735238,-74.000271,116,40.74177603,-74.00149746
326,40.72953837,-73.98426726,540,40.74147286,-73.98320928
326,40.72953837,-73.98426726,540,40.74147286,-73.98320928
324,40.689888,-73.981013,270,40.69308257,-73.97178913
497,40.73704984,-73.99009296,487,40.73314259,-73.97573881
223,40.73781509,-73.99994661,483,40.73223272,-73.98889957
468,40.7652654,-73.98192338,479,40.76019252,-73.9912551
453,40.74475148,-73.99915362,309,40.7149787,-74.013012
487,40.73314259,-73.97573881,2006,40.76590936,-73.97634151
232,40.69597683,-73.99014892,412,40.7158155,-73.99422366
377,40.72243797,-74.00566443,2004,40.724399,-74.004704
521,40.75044999,-73.99481051,368,40.73038599,-74.00214988
453,40.74475148,-73.99915362,160,40.748238,-73.978311
470,40.74345335,-74.00004031,503,40.73827428,-73.98751968
402,40.7403432,-73.98955109,498,40.74854862,-73.98808416
