station_id,name,lat,lon,bikes_out,bikes_in,color
82,St James Pl & Pearl St,40.71117416,-74.00016545,1,0,#4492BB
146,Hudson St & Reade St,40.71625008,-74.0091059,0,1,#BBE738
147,Greenwich St & Warren St,40.71542197,-74.01121978,1,0,#2FA6DF
161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,0,1,#8689ED
244,Willoughby Ave & Hall St,40.69196035,-73.96536851,1,0,#0C7A36
250,Lafayette St & Jersey St,40.72456089,-73.99565293,0,1,#BAE4EB
266,Avenue D & E 8 St,40.72368361,-73.97574813,2,0,#7C355A
268,Howard St & Centre St,40.71910537,-73.99973337,1,0,#A5907A
271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,1,0,#0275F0
279,Peck Slip & Front St,40.707873,-74.00167,1,1,#CB5382
295,Pike St & E Broadway,40.71406667,-73.99293911,0,1,#71BA69
297,E 15 St & 3 Ave,40.734232,-73.986923,0,1,#4B6A13
304,Broadway & Battery Pl,40.70463334,-74.01361706,1,0,#568A59
307,Canal St & Rutgers St,40.71427487,-73.98990025,0,1,#917F65
312,Allen St & E Houston St,40.722055,-73.989111,1,0,#AD1E29
313,Washington Ave & Park Ave,40.69610226,-73.96751037,1,0,#65799F
316,Fulton St & William St,40.70955958,-74.00653609,0,1,#72AE3E
318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,2,0,#E8224C
320,Leonard St & Church St,40.717571,-74.005549,0,1,#95A942
324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,0,1,#E988E7
326,E 11 St & 1 Ave,40.72953837,-73.98426726,0,1,#9C5C61
329,Greenwich St & N Moore St,40.72043411,-74.01020609,0,1,#2D62DE
330,Reade St & Broadway,40.71450451,-74.00562789,1,0,#3267B6
332,Cherry St,40.71219906,-73.97948148,1,0,#DAD972
339,Avenue D & E 12 St,40.72580614,-73.97422494,1,0,#FE63F5
345,W 13 St & 6 Ave,40.73649403,-73.99704374,0,1,#19DAE4
347,Greenwich St & W Houston St,40.728846,-74.008591,1,0,#E4B5BD
349,Rivington St & Ridge St,40.71850211,-73.98329859,1,0,#2403D7
355,Bayard St & Baxter St,40.71602118,-73.99974372,0,1,#9C8112
357,E 11 St & Broadway,40.73261787,-73.99158043,1,0,#F8036F
363,West Thames St,40.70834698,-74.01713445,0,1,#2CC0DC
377,6 Ave & Canal St,40.72243797,-74.00566443,1,0,#BF7064
387,Centre St & Chambers St,40.71273266,-74.0046073,1,0,#D99030
402,Broadway & E 22 St,40.7403432,-73.98955109,0,1,#FE8B58
410,Suffolk St & Stanton St,40.72066442,-73.98517977,0,1,#4CE791
426,West St & Chambers St,40.71754834,-74.01322069,1,1,#B3123C
434,9 Ave & W 18 St,40.74317449,-74.00366443,0,1,#17ECA4
442,W 27 St & 7 Ave,40.746647,-73.993915,0,1,#D7995D
462,W 22 St & 10 Ave,40.74691959,-74.00451887,1,0,#0332F3
463,9 Ave & W 16 St,40.74206539,-74.00443172,0,1,#2CAF1C
477,W 41 St & 8 Ave,40.75640548,-73.9900262,1,0,#D67919
478,11 Ave & W 41 St,40.76030096,-73.99884222,1,0,#872DE9
484,W 44 St & 5 Ave,40.75500254,-73.98014437,0,1,#5C9E96
486,Broadway & W 29 St,40.7462009,-73.98855723,1,0,#747E3C
492,W 33 St & 7 Ave,40.75019995,-73.99093085,2,2,#B8738F
494,W 26 St & 8 Ave,40.74734825,-73.99723551,1,0,#0F26C4
498,Broadway & W 32 St,40.74854862,-73.98808416,1,0,#CF999F
510,W 51 St & 6 Ave,40.7606597,-73.98042047,0,1,#C3B0CC
517,Pershing Square South,40.751581,-73.97791,0,1,#132141
521,8 Ave & W 31 St,40.7509673487,-73.9944420755,0,1,#3B77F9
523,W 38 St & 8 Ave,40.75466591,-73.99138152,0,1,#AEFCD3
529,W 42 St & 8 Ave,40.7575699,-73.99098507,1,0,#99C174
530,11 Ave & W 59 St,40.771522,-73.990541,1,0,#9CBBAC
534,Water - Whitehall Plaza,40.70255065,-74.0127234,0,1,#17A7FB
536,1 Ave & E 30 St,40.74144387,-73.97536082,0,1,#2155B1
2004,6 Ave & Broome St,40.724399,-74.004704,0,1,#BB7A42
2005,Railroad Ave & Kay Ave,40.70531194,-73.97100056,0,1,#EC3DB1
2006,Central Park S & 6 Ave,40.76590936,-73.97634151,1,1,#2874A4
