start_station,start_lat,start_lon,end_station,end_lat,end_lon
428,40.72467721,-73.98783413,355,40.71602118,-73.99974372
331,40.71173107,-73.99193043,347,40.72873888,-74.00748842
325,40.73624527,-73.98473765,497,40.73704984,-73.99009296
461,40.73587678,-73.98205027,461,40.73587678,-73.98205027
461,40.73587678,-73.98205027,461,40.73587678,-73.98205027
312,40.722055,-73.989111,295,40.71406667,-73.99293911
305,40.76095756,-73.96724467,72,40.76727216,-73.99392888
295,40.71406667,-73.99293911,417,40.71291224,-74.01020234
295,40.71406667,-73.99293911,417,40.71291224,-74.01020234
490,40.751551,-73.993934,478,40.76030096,-73.99884222
317,40.72453734,-73.98185424,411,40.72228087,-73.97668709
335,40.72903917,-73.99404649,525,40.75594159,-74.0021163
537,40.74025878,-73.98409214,456,40.7597108,-73.97402311
161,40.72917025,-73.99810231,461,40.73587678,-73.98205027
505,40.74901271,-73.98848395,490,40.751551,-73.993934
380,40.73401143,-74.00293877,453,40.74475148,-73.99915362
297,40.734232,-73.986923,116,40.74177603,-74.00149746
526,40.74765947,-73.98490707,528,40.74290902,-73.97706058
359,40.75510267,-73.97498696,355,40.71602118,-73.99974372
291,40.713126,-73.984844,386,40.71494807,-74.00234482
