start_station,start_lat,start_lon,end_station,end_lat,end_lon
432,40.72621788,-73.98379855,446,40.74487634,-73.99529885
444,40.7423543,-73.98915076,394,40.72521311,-73.97768752
150,40.7208736,-73.98085795,483,40.73223272,-73.98889957
297,40.734232,-73.986923,528,40.74290902,-73.97706058
485,40.75038009,-73.98338988,529,40.7575699,-73.99098507
394,40.72521311,-73.97768752,237,40.73047309,-73.98672378
265,40.72229346,-73.99147535,151,40.7218158,-73.99720307
127,40.73172428,-74.00674436,238,40.7361967,-74.00859207
462,40.74691959,-74.00451887,280,40.73331967,-73.99510132
274,40.68691865,-73.976682,313,40.69610226,-73.96751037
334,40.74238787,-73.99726235,433,40.72955361,-73.98057249
334,40.74238787,-73.99726235,433,40.72955361,-73.98057249
498,40.74854862,-73.98808416,441,40.756014,-73.967416
271,40.68528172,-73.97805813,233,40.69246277,-73.98963911
492,40.75019995,-73.99093085,167,40.7489006,-73.97604882
271,40.68528172,-73.97805813,233,40.69246277,-73.98963911
2012,40.739445,-73.976806,237,40.73047309,-73.98672378
367,40.75828065,-73.97069431,468,40.7652654,-73.98192338
382,40.73492695,-73.99200509,116,40.74177603,-74.00149746
465,40.75513557,-73.98658032,519,40.751873,-73.977706
521,40.75044999,-73.99481051,453,40.74475148,-73.99915362
266,40.72368361,-73.97574813,415,40.7047177,-74.00926027
379,40.749156,-73.9916,472,40.7457121,-73.98194829
345,40.73649403,-73.99704374,494,40.74734825,-73.99723551
311,40.7172274,-73.98802084,150,40.7208736,-73.98085795
344,40.6851443,-73.95380904,239,40.69196566,-73.9813018
475,40.73524276,-73.98758561,519,40.751873,-73.977706
434,40.74317449,-74.00366443,497,40.73704984,-73.99009296
383,40.735238,-74.000271,237,40.73047309,-73.98672378
290,40.76020258,-73.96478473,487,40.73314259,-73.97573881
322,40.696192,-73.991218,421,40.69573398,-73.97129668
322,40.696192,-73.991218,421,40.69573398,-73.97129668
254,40.73532427,-73.99800419,336,40.73047747,-73.99906065
380,40.73401143,-74.00293877,347,40.72873888,-74.00748842
2003,40.73416059,-73.98024289,476,40.74394314,-73.97966069
309,40.7149787,-74.013012,444,40.7423543,-73.98915076
309,40.7149787,-74.013012,444,40.7423543,-73.98915076
507,40.73912601,-73.97973776,403,40.72502876,-73.99069656
507,40.73912601,-73.97973776,403,40.72502876,-73.99069656
296,40.71413089,-73.9970468,257,40.71939226,-74.00247214
499,40.76915505,-73.98191841,449,40.76461837,-73.98789473
310,40.68926942,-73.98912867,278,40.69766564,-73.98476437
316,40.70955958,-74.00653609,146,40.71625008,-74.0091059
528,40.74290902,-73.97706058,167,40.7489006,-73.97604882
309,40.7149787,-74.013012,444,40.7423543,-73.98915076
168,40.73971301,-73.99456405,361,40.71605866,-73.99190759
303,40.72362738,-73.99949601,410,40.72066442,-73.98517977
83,40.68382604,-73.97632328,431,40.68864636,-73.98263429
465,40.75513557,-73.98658032,515,40.76009437,-73.99461843
418,40.70224,-73.982578,414,40.70281858,-73.98765762
512,40.7500727,-73.99839279,540,40.74147286,-73.98320928
454,40.75455731,-73.96592976,237,40.73047309,-73.98672378
519,40.751873,-73.977706,509,40.7454973,-74.00197139
2003,40.73416059,-73.98024289,236,40.7284186,-73.98713956
161,40.72917025,-73.99810231,293,40.73028666,-73.9907647
161,40.72917025,-73.99810231,293,40.73028666,-73.9907647
401,40.72019576,-73.98997825,401,40.72019576,-73.98997825
515,40.76009437,-73.99461843,160,40.748238,-73.978311
400,40.71926081,-73.98178024,307,40.71427487,-73.98990025
264,40.70706456,-74.00731853,363,40.70834698,-74.01713445
402,40.7403432,-73.98955109,483,40.73223272,-73.98889957
391,40.69760127,-73.99344559,157,40.69089272,-73.99612349
301,40.72217444,-73.98368779,400,40.71926081,-73.98178024
410,40.72066442,-73.98517977,499,40.76915505,-73.98191841
414,40.70281858,-73.98765762,143,40.69239502,-73.99337909
