start_station,start_lat,start_lon,end_station,end_lat,end_lon
312,40.722055,-73.989111,285,40.73454567,-73.99074142
2006,40.76590936,-73.97634151,2006,40.76590936,-73.97634151
402,40.7403432,-73.98955109,402,40.7403432,-73.98955109
2009,40.71117444,-73.99682619,268,40.71910537,-73.99973337
434,40.74317449,-74.00366443,153,40.75206231,-73.9816324
2012,40.739445,-73.976806,379,40.749156,-73.9916
153,40.75206231,-73.9816324,514,40.76087502,-74.00277668
456,40.7597108,-73.97402311,461,40.73587678,-73.98205027
457,40.76695317,-73.98169333,492,40.75019995,-73.99093085
518,40.74780373,-73.9734419,477,40.75640548,-73.9900262
248,40.72185379,-74.00771779,263,40.71729,-73.996375
137,40.761628,-73.972924,488,40.75645824,-73.99372222
496,40.73726186,-73.99238967,509,40.7454973,-74.00197139
137,40.761628,-73.972924,477,40.75640548,-73.9900262
491,40.74096374,-73.98602213,379,40.749156,-73.9916
228,40.7546011,-73.97187886,501,40.744219,-73.97121214
428,40.72467721,-73.98783413,375,40.72679454,-73.99695094
465,40.75513557,-73.98658032,478,40.76030096,-73.99884222
375,40.72679454,-73.99695094,312,40.722055,-73.989111
502,40.714215,-73.981346,350,40.71559509,-73.9870295
386,40.71494807,-74.00234482,355,40.71602118,-73.99974372
2008,40.70569254,-74.01677685,3002,40.711512,-74.015756
468,40.7652654,-73.98192338,497,40.73704984,-73.99009296
362,40.75172632,-73.98753523,3002,40.711512,-74.015756
217,40.70277159,-73.99383605,398,40.69165183,-73.9999786
217,40.70277159,-73.99383605,398,40.69165183,-73.9999786
486,40.7462009,-73.98855723,350,40.71559509,-73.9870295
290,40.76020258,-73.96478473,379,40.749156,-73.9916
426,40.71754834,-74.01322069,238,40.7361967,-74.00859207
545,40.736502,-73.97809472,492,40.75019995,-73.99093085
440,40.75255434,-73.97282625,492,40.75019995,-73.99093085
483,40.73223272,-73.98889957,393,40.72299208,-73.97995466
339,40.72580614,-73.97422494,497,40.73704984,-73.99009296
356,40.71622644,-73.98261206,311,40.7172274,-73.98802084
2021,40.75929124,-73.98859651,508,40.76341379,-73.99667444
250,40.72456089,-73.99565293,483,40.73223272,-73.98889957
297,40.734232,-73.986923,2003,40.73416059,-73.98024289
366,40.693261,-73.968896,239,40.69196566,-73.9813018
366,40.693261,-73.968896,239,40.69196566,-73.9813018
263,40.71729,-73.996375,151,40.7218158,-73.99720307
476,40.74394314,-73.97966069,160,40.748238,-73.978311
329,40.72043411,-74.01020609,330,40.71450451,-74.00562789
412,40.7158155,-73.99422366,2009,40.71117444,-73.99682619
428,40.72467721,-73.98783413,229,40.72743423,-73.99379025
439,40.7262807,-73.98978041,229,40.72743423,-73.99379025
358,40.73291553,-74.00711384,459,40.746745,-74.007756
375,40.72679454,-73.99695094,265,40.72229346,-73.99147535
168,40.73971301,-73.99456405,417,40.71291224,-74.01020234
250,40.72456089,-73.99565293,521,40.75044999,-73.99481051
250,40.72456089,-73.99565293,521,40.75044999,-73.99481051
137,40.761628,-73.972924,250,40.72456089,-73.99565293
334,40.74238787,-73.99726235,151,40.7218158,-73.99720307
334,40.74238787,-73.99726235,151,40.7218158,-73.99720307
309,40.7149787,-74.013012,393,40.72299208,-73.97995466
2003,40.73416059,-73.98024289,358,40.73291553,-74.00711384
153,40.75206231,-73.9816324,325,40.73624527,-73.98473765
294,40.73049393,-73.9957214,459,40.746745,-74.007756
295,40.71406667,-73.99293911,392,40.695065,-73.987167
151,40.7218158,-73.99720307,284,40.73901691,-74.00263761
466,40.74395411,-73.99144871,448,40.75660359,-73.9979009
457,40.76695317,-73.98169333,464,40.75934501,-73.96759673
515,40.76009437,-73.99461843,509,40.7454973,-74.00197139
151,40.7218158,-73.99720307,263,40.71729,-73.996375
485,40.75038009,-73.98338988,492,40.75019995,-73.99093085
527,40.744023,-73.976056,472,40.7457121,-73.98194829
293,40.73028666,-73.9907647,326,40.72953837,-73.98426726
375,40.72679454,-73.99695094,294,40.73049393,-73.9957214
435,40.74173969,-73.99415556,482,40.73935542,-73.99931783
295,40.71406667,-73.99293911,350,40.71559509,-73.9870295
536,40.74144387,-73.97536082,536,40.74144387,-73.97536082
302,40.72082834,-73.97793172,327,40.7153379,-74.01658354
406,40.69512845,-73.99595065,412,40.7158155,-73.99422366
431,40.68864636,-73.98263429,431,40.68864636,-73.98263429
224,40.71146364,-74.00552427,347,40.72873888,-74.00748842
484,40.75500254,-73.98014437,521,40.75044999,-73.99481051
2009,40.71117444,-73.99682619,412,40.7158155,-73.99422366
457,40.76695317,-73.98169333,318,40.75320159,-73.9779874
324,40.689888,-73.981013,366,40.693261,-73.968896
318,40.75320159,-73.9779874,461,40.73587678,-73.98205027
368,40.73038599,-74.00214988,2010,40.72165481,-74.00234737
310,40.68926942,-73.98912867,391,40.69760127,-73.99344559
2008,40.70569254,-74.01677685,426,40.71754834,-74.01322069
512,40.7500727,-73.99839279,379,40.749156,-73.9916
350,40.71559509,-73.9870295,531,40.71893904,-73.99266288
359,40.75510267,-73.97498696,160,40.748238,-73.978311
2021,40.75929124,-73.98859651,447,40.76370739,-73.9851615
2021,40.75929124,-73.98859651,515,40.76009437,-73.99461843
453,40.74475148,-73.99915362,453,40.74475148,-73.99915362
151,40.7218158,-73.99720307,453,40.74475148,-73.99915362
151,40.7218158,-73.99720307,453,40.74475148,-73.99915362
466,40.74395411,-73.99144871,265,40.72229346,-73.99147535
168,40.73971301,-73.99456405,521,40.75044999,-73.99481051
167,40.7489006,-73.97604882,379,40.749156,-73.9916
464,40.75934501,-73.96759673,469,40.76344058,-73.98268129
427,40.701907,-74.013942,316,40.70955958,-74.00653609
352,40.76340613,-73.97722479,290,40.76020258,-73.96478473
493,40.7568001,-73.98291153,492,40.75019995,-73.99093085
352,40.76340613,-73.97722479,500,40.76228826,-73.98336183
352,40.76340613,-73.97722479,318,40.75320159,-73.9779874
350,40.71559509,-73.9870295,265,40.72229346,-73.99147535
261,40.69474881,-73.98362464,310,40.68926942,-73.98912867
510,40.7606597,-73.98042047,538,40.75666,-73.976684
456,40.7597108,-73.97402311,500,40.76228826,-73.98336183
477,40.75640548,-73.9900262,478,40.76030096,-73.99884222
529,40.7575699,-73.99098507,318,40.75320159,-73.9779874
382,40.73492695,-73.99200509,345,40.73649403,-73.99704374
476,40.74394314,-73.97966069,160,40.748238,-73.978311
279,40.707873,-74.00167,225,40.74195138,-74.00803013
321,40.69991755,-73.98971773,387,40.71273266,-74.0046073
321,40.69991755,-73.98971773,387,40.71273266,-74.0046073
492,40.75019995,-73.99093085,458,40.751396,-74.005226
410,40.72066442,-73.98517977,373,40.69331716,-73.95381995
308,40.71307916,-73.99851193,285,40.73454567,-73.99074142
453,40.74475148,-73.99915362,523,40.75466591,-73.99138152
438,40.72779126,-73.98564945,518,40.74780373,-73.9734419
358,40.73291553,-74.00711384,293,40.73028666,-73.9907647
358,40.73291553,-74.00711384,293,40.73028666,-73.9907647
151,40.7218158,-73.99720307,82,40.71117416,-74.00016545
502,40.714215,-73.981346,265,40.72229346,-73.99147535
293,40.73028666,-73.9907647,329,40.72043411,-74.01020609
512,40.7500727,-73.99839279,497,40.73704984,-73.99009296
483,40.73223272,-73.98889957,504,40.73221853,-73.98165557
367,40.75828065,-73.97069431,2022,40.75849116,-73.95920622
289,40.6845683,-73.95881081,344,40.6851443,-73.95380904
533,40.75299641,-73.98721619,465,40.75513557,-73.98658032
500,40.76228826,-73.98336183,212,40.74334935,-74.00681753
2008,40.70569254,-74.01677685,530,40.771522,-73.990541
2022,40.75849116,-73.95920622,461,40.73587678,-73.98205027
530,40.771522,-73.990541,402,40.7403432,-73.98955109
137,40.761628,-73.972924,285,40.73454567,-73.99074142
224,40.71146364,-74.00552427,521,40.75044999,-73.99481051
503,40.73827428,-73.98751968,410,40.72066442,-73.98517977
503,40.73827428,-73.98751968,410,40.72066442,-73.98517977
225,40.74195138,-74.00803013,478,40.76030096,-73.99884222
507,40.73912601,-73.97973776,223,40.73781509,-73.99994661
456,40.7597108,-73.97402311,490,40.751551,-73.993934
435,40.74173969,-73.99415556,458,40.751396,-74.005226
383,40.735238,-74.000271,511,40.72938685,-73.97772429
359,40.75510267,-73.97498696,379,40.749156,-73.9916
440,40.75255434,-73.97282625,290,40.76020258,-73.96478473
265,40.72229346,-73.99147535,504,40.73221853,-73.98165557
382,40.73492695,-73.99200509,223,40.73781509,-73.99994661
233,40.69246277,-73.98963911,391,40.69760127,-73.99344559
2000,40.70255088,-73.98940236,418,40.70224,-73.982578
127,40.73172428,-74.00674436,530,40.771522,-73.990541
463,40.74206539,-74.00443172,318,40.75320159,-73.9779874
496,40.73726186,-73.99238967,150,40.7208736,-73.98085795
415,40.7047177,-74.00926027,284,40.73901691,-74.00263761
387,40.71273266,-74.0046073,300,40.728145,-73.990214
468,40.7652654,-73.98192338,512,40.7500727,-73.99839279
315,40.70355377,-74.00670227,291,40.713126,-73.984844
285,40.73454567,-73.99074142,263,40.71729,-73.996375
505,40.74901271,-73.98848395,449,40.76461837,-73.98789473
263,40.71729,-73.996375,291,40.713126,-73.984844
173,40.76064679,-73.98442659,472,40.7457121,-73.98194829
459,40.746745,-74.007756,238,40.7361967,-74.00859207
445,40.72740794,-73.98142006,285,40.73454567,-73.99074142
518,40.74780373,-73.9734419,466,40.74395411,-73.99144871
291,40.713126,-73.984844,410,40.72066442,-73.98517977
361,40.71605866,-73.99190759,502,40.714215,-73.981346
491,40.74096374,-73.98602213,501,40.744219,-73.97121214
250,40.72456089,-73.99565293,483,40.73223272,-73.98889957
410,40.72066442,-73.98517977,361,40.71605866,-73.99190759
280,40.73331967,-73.99510132,375,40.72679454,-73.99695094
223,40.73781509,-73.99994661,518,40.74780373,-73.9734419
346,40.73652889,-74.00618026,379,40.749156,-73.9916
83,40.68382604,-73.97632328,152,40.71473993,-74.00910627
433,40.72955361,-73.98057249,445,40.72740794,-73.98142006
268,40.71910537,-73.99973337,466,40.74395411,-73.99144871
305,40.76095756,-73.96724467,480,40.76669671,-73.99061728
464,40.75934501,-73.96759673,477,40.75640548,-73.9900262
475,40.73524276,-73.98758561,492,40.75019995,-73.99093085
375,40.72679454,-73.99695094,317,40.72453734,-73.98185424
545,40.736502,-73.97809472,444,40.7423543,-73.98915076
250,40.72456089,-73.99565293,432,40.72621788,-73.98379855
236,40.7284186,-73.98713956,475,40.73524276,-73.98758561
414,40.70281858,-73.98765762,143,40.69239502,-73.99337909
260,40.70365182,-74.01167797,417,40.71291224,-74.01020234
448,40.75660359,-73.9979009,490,40.751551,-73.993934
482,40.73935542,-73.99931783,368,40.73038599,-74.00214988
247,40.73535398,-74.00483091,347,40.72873888,-74.00748842
345,40.73649403,-73.99704374,247,40.73535398,-74.00483091
446,40.74487634,-73.99529885,509,40.7454973,-74.00197139
2003,40.73416059,-73.98024289,410,40.72066442,-73.98517977
304,40.70463334,-74.01361706,327,40.7153379,-74.01658354
